location,city,lat,lng,avg_val,count_measurements
ES1037A,Barcelona,41.4507693384671,1.974887306,18.0,2
ES0971A,Pontevedra,42.4341666594652,-8.67361111,18.9,2
ES0961A,Huelva,37.1997699994825,-6.92027,3.4,2
ES0892A,Asturias,43.5518999994638,-5.918,3.0,2
ES0880A,Asturias,43.5503059994638,-5.89886,2.0,3
ES0879A,Asturias,43.306656999464,-5.689716,3.0,3
ES0825A,Asturias,43.306899999464,-5.705672,5.2,3
ES0824A,Sevilla,37.3842499994816,-5.95962,3.8,2
ES0817A,Bizkaia,43.2411111094641,-2.88416666,3.0,2
ES0805A,Barcelona,41.3921574584672,2.009802277,8.0,3
ES0694A,Barcelona,41.4038818504672,2.204522594,20.0,2
ES0691A,Almería,36.8474499994843,-2.03819,12.5,2
ES0624A,Bizkaia,43.320555549464,-3.07388888,2.5,2
ES0588A,Bizkaia,43.320833329464,-3.11305555,1.25,4
ES0587A,Cádiz,36.1862099994879,-5.38081,1.0,3
ES0557A,Cádiz,36.1794299994879,-5.37697,19.5,2
ES0556A,Illes Balears,39.7473099994719,3.01488,21.25,2
ES0296A,Madrid,40.3947222194698,-3.73194444,5.25,2
ES0126A,Madrid,40.34694443947,-3.705,3.5,2
ES0125A,Bizkaia,43.302777769464,-2.97722222,3.5,2
ES0110A,Bizkaia,43.2611111094641,-2.94472222,8.0,3
ES0041A,Huelva,37.0519399994833,-6.55528,9.846666666666666,3
ES0017R,Lugo,42.6347199994649,-7.70472,1.3166666666666667,3
ES0016R,Lleida,41.3938899994672,0.73472,0.9500000000000001,3
ES0014R,Salamanca,41.2388899994676,-5.8975,1.2633333333333334,3
ES0013R,Valencia/València,39.0827799994743,-1.10111,1.8866666666666667,3
ES0012R,Badajoz,38.4727799994767,-6.92361,2.5933333333333333,3
ES0011R,Girona,42.3191699994654,3.31583,2.39,3
ES0010R,Guadalajara,41.2741699994675,-3.1425,1.5533333333333335,3
ES0009R,Asturias,43.4391699994639,-4.85,1.5333333333333332,3
ES0008R,Granada,37.2372199994823,-3.53417,1.9766666666666666,3
ES0007R,Illes Balears,39.8752799994714,4.31639,1.97,3
ES0006R,A Coruña,42.7205599994647,-8.92361,1.16,3
ES0005R,Toledo,39.5469399994726,-4.35056,1.3433333333333335,3
ES0001R,Toledo,39.5469399994726,-4.35056,0.7,2
